CustomerId,Age,ContractMonths,MonthlySpend,UsageHours,SupportCalls,Region,Plan,InternetType,AutoPay,Churn,TenureGroup,HighSupport
C0555,38.0,8,2102.07,17.6,0,Восток,Стандарт,Оптика,Нет,Да,Новый,0
C0556,35.0,3,1318.18,26.4,2,Центр,Базовый,DSL,Нет,Да,Новый,0
C0557,29.0,1,1194.92,13.3,1,Восток,Базовый,Оптика,Нет,Да,Новый,0
C0558,26.0,29,1310.02,43.8,2,Центр,Базовый,Оптика,Да,Нет,Стабильный,0
C0559,39.0,6,1669.26,23.7,1,Запад,Базовый,Мобильный,Да,Нет,Новый,0
C0560,27.0,58,1404.75,20.1,3,Центр,Стандарт,Оптика,Да,Нет,Долгосрочный,0
C0561,38.0,15,1280.05,46.0,0,Центр,Премиум,DSL,Да,Нет,Стабильный,0
C0562,39.0,40,2080.89,62.8,0,Запад,Базовый,Оптика,Да,Нет,Долгосрочный,0
C0563,40.0,41,1400.89,20.1,0,Центр,Базовый,Мобильный,Да,Нет,Долгосрочный,0
C0564,29.0,30,2438.82,32.7,3,Север,Стандарт,Оптика,Да,Нет,Стабильный,0
C0565,51.0,54,1489.02,27.0,3,Восток,Базовый,DSL,Нет,Нет,Долгосрочный,0
C0566,49.0,7,2217.69,58.0,3,Центр,Премиум,DSL,Нет,Нет,Новый,0
C0567,37.0,15,1603.65,28.7,0,Центр,Стандарт,Оптика,Да,Нет,Стабильный,0
C0568,31.0,16,1864.07,16.7,3,Юг,Базовый,Мобильный,Да,Нет,Стабильный,0
C0569,46.0,9,1138.42,29.4,2,Центр,Базовый,Оптика,Да,Нет,Новый,0
C0570,41.0,18,1082.88,52.0,1,Центр,Премиум,Оптика,Нет,Нет,Стабильный,0
C0571,20.0,19,1647.67,26.2,4,Центр,Базовый,Оптика,Нет,Да,Стабильный,1
C0572,38.0,46,1875.08,21.3,3,Север,Стандарт,Мобильный,Да,Нет,Долгосрочный,0
C0573,42.0,19,1467.31,28.0,1,Север,Базовый,Оптика,Да,Нет,Стабильный,0
C0574,27.0,53,896.85,17.0,0,Центр,Базовый,Мобильный,Да,Нет,Долгосрочный,0
C0575,41.0,47,865.09,27.0,3,Юг,Премиум,Оптика,Нет,Нет,Долгосрочный,0
C0576,20.0,55,836.33,22.1,1,Юг,Базовый,Оптика,Нет,Нет,Долгосрочный,0
C0577,56.0,7,689.92,70.45,2,Центр,Базовый,Оптика,Да,Нет,Новый,0
C0578,55.0,60,1497.08,8.8,0,Север,Стандарт,Оптика,Да,Нет,Долгосрочный,0
C0579,36.0,37,1933.77,18.4,0,Запад,Премиум,Мобильный,Да,Нет,Долгосрочный,0
C0580,44.0,59,1444.23,21.2,2,Юг,Базовый,Оптика,Да,Нет,Долгосрочный,0
C0581,18.0,22,478.02,17.0,0,Север,Базовый,Оптика,Нет,Да,Стабильный,0
C0582,24.0,58,1367.97,36.8,1,Юг,Премиум,Оптика,Нет,Нет,Долгосрочный,0
C0583,35.0,36,1380.0,19.9,6,Центр,Стандарт,Оптика,Да,Нет,Стабильный,1
C0584,25.0,5,2351.28,12.4,0,Восток,Премиум,Оптика,Да,Нет,Новый,0
C0585,48.0,25,823.43,31.2,1,Запад,Стандарт,Оптика,Да,Нет,Стабильный,0
C0586,65.0,9,1282.01,25.4,4,Запад,Стандарт,Оптика,Да,Нет,Новый,1
C0587,24.0,57,2183.52,20.4,2,Центр,Стандарт,Оптика,Да,Нет,Долгосрочный,0
C0588,28.0,19,1643.49,57.3,3,Север,Базовый,Оптика,Нет,Нет,Стабильный,0
C0589,42.0,14,1692.22,37.4,2,Центр,Стандарт,DSL,Нет,Да,Стабильный,0
C0590,60.0,34,1499.27,35.3,1,Север,Стандарт,Оптика,Да,Нет,Стабильный,0
C0591,23.0,26,1591.88,37.8,0,Север,Премиум,Оптика,Нет,Нет,Стабильный,0
C0592,42.0,6,1784.37,36.9,1,Юг,Стандарт,Оптика,Нет,Нет,Новый,0
C0593,63.0,49,1101.92,26.1,1,Центр,Базовый,Оптика,Да,Нет,Долгосрочный,0
C0594,39.0,51,1827.57,20.0,1,Запад,Стандарт,Оптика,Нет,Да,Долгосрочный,0
C0595,22.0,45,859.61,31.5,1,Центр,Стандарт,Мобильный,Да,Нет,Долгосрочный,0
C0596,33.0,38,1591.2,25.8,2,Центр,Стандарт,Оптика,Нет,Нет,Долгосрочный,0
C0597,32.0,25,1526.86,8.7,3,Запад,Стандарт,Оптика,Да,Да,Стабильный,0
C0598,50.0,33,1184.99,16.2,0,Восток,Стандарт,Оптика,Да,Нет,Стабильный,0
C0599,42.0,32,1440.25,24.1,2,Север,Базовый,Оптика,Да,Нет,Стабильный,0
C0600,18.0,10,1182.31,46.5,3,Юг,Стандарт,Оптика,Да,Нет,Новый,0
